Date,Close,High,Low,Open,Volume,Adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2003-03-03,90.24,90.45,89.91,90,204100,50.98607037,51.10472147,50.79961865,50.85046912,204100,0.3403,1
2003-03-04,90.3,90.45,90.02,90.13,82700,51.01997069,51.10472147,50.86176923,50.9239198,82700,0,1
2003-03-05,90.6,90.63,90.04,90.62,126000,51.18947225,51.20642241,50.87306933,51.20077235,126000,0,1
2003-03-06,90.25,90.68,90.06,90.55,166000,50.99172043,51.23467267,50.88436944,51.16122199,166000,0,1
2003-03-07,90.56,90.79,90.05,90.72,263800,51.16687204,51.29682324,50.87871938,51.25727288,263800,0,1
2003-03-10,91.03,91.03,90.68,90.81,147200,51.43242449,51.43242449,51.23467267,51.30812335,147200,0,1
2003-03-11,90.87,91.16,90.73,90.99,82800,51.34202366,51.50587517,51.26292293,51.40982428,82800,0,1
2003-03-12,91.2,91.36,90.88,90.92,454800,51.52847538,51.61887621,51.34767371,51.37027392,454800,0,1
2003-03-13,89.52,90.39,89.52,90.15,829200,50.57926662,51.07082116,50.57926662,50.9352199,829200,0,1
2003-03-14,89.96,90.12,89.62,89.9,590900,50.82786891,50.91826975,50.63576714,50.7939686,590900,0,1
2003-03-17,88.88,90.52,88.86,90.52,724400,50.21766328,51.14427183,50.20636318,51.14427183,724400,0,1
2003-03-18,88.04,89.2,88.01,88.96,415200,49.74305891,50.39846495,49.72610875,50.2628637,415200,0,1
2003-03-19,87.39,88.07,87.33,88.04,398400,49.37580552,49.76000906,49.34190521,49.74305891,398400,0,1
2003-03-20,87.25,87.95,86.76,87.82,206700,49.29670479,49.69220844,49.01985223,49.61875776,206700,0,1
2003-03-21,86.05,87.05,86.05,86.92,843400,48.61869853,49.18370375,48.61869853,49.11025307,843400,0,1
2003-03-24,87.41,87.6,86.85,87.1,373800,49.38710562,49.49445661,49.0707027,49.21195401,373800,0,1
2003-03-25,87.31,87.82,86.9,87.65,606400,49.3306051,49.61875776,49.09895296,49.52270687,606400,0,1
2003-03-26,87.49,87.65,87.25,87.25,309500,49.43230604,49.52270687,49.29670479,49.29670479,309500,0,1
2003-03-27,87.55,87.87,87.33,87.75,191600,49.46620635,49.64700802,49.34190521,49.57920739,191600,0,1
2003-03-28,87.75,88.08,87.72,87.92,253400,49.57920739,49.76565911,49.56225724,49.67525828,253400,0,1
2003-03-31,88.9,88.93,88.3,88.3,643800,50.22896339,50.24591355,49.88996026,49.88996026,643800,0,1
2003-04-01,88.27,88.79,87.9,88.4,289800,50.08652558,50.38158611,49.87657866,50.16029071,289800,0.3779,1
2003-04-02,87.35,87.7,87.28,87.65,312200,49.5644954,49.76309384,49.52477571,49.73472263,312200,0,1
2003-04-03,87.3,87.58,87.14,87.25,245600,49.5361242,49.69500294,49.44533634,49.50775299,245600,0,1
2003-04-04,87.05,87.3,86.88,87.06,184900,49.39426817,49.5361242,49.29780607,49.39994241,184900,0,1
2003-04-07,86.85,86.86,85.92,86.22,485400,49.28078335,49.28645759,48.75307893,48.92330616,485400,0,1
2003-04-08,87.55,87.59,86.99,87.05,194700,49.67798022,49.70067719,49.36022272,49.39426817,194700,0,1
2003-04-09,87.81,87.86,87.17,87.4,102400,49.82551049,49.85388169,49.46235906,49.59286661,102400,0,1
2003-04-10,87.4,87.85,87.35,87.75,53300,49.59286661,49.84820745,49.5644954,49.79146504,53300,0,1
2003-04-11,87.26,87.32,86.59,86.82,450000,49.51342723,49.54747268,49.13325308,49.26376063,450000,0,1
2003-04-14,87.02,87.11,86.71,87.1,207100,49.37724545,49.42831362,49.20134397,49.42263937,207100,0,1
2003-04-15,87.49,87.53,87.04,87.33,128500,49.64393477,49.66663174,49.38859393,49.55314692,128500,0,1
2003-04-16,87.85,87.9,87.47,87.53,97700,49.84820745,49.87657866,49.63258629,49.66663174,97700,0,1
2003-04-17,87.99,88.4,87.8,88.24,106200,49.92764683,50.16029071,49.81983625,50.06950285,106200,0,1
2003-04-21,87.8,87.83,87.26,87.48,148000,49.81983625,49.83685897,49.51342723,49.63826053,148000,0,1
2003-04-22,87.75,88.26,87.62,88.15,299900,49.79146504,50.08085133,49.71769991,50.01843468,299900,0,1
2003-04-23,87.93,88.01,87.6,87.78,42700,49.89360138,49.93899531,49.70635143,49.80848776,42700,0,1
2003-04-24,88.72,88.99,88.4,88.4,199000,50.34186642,50.49507093,50.16029071,50.16029071,199000,0,1
2003-04-25,88.92,89.1,88.68,88.75,529700,50.45535124,50.55748758,50.31916946,50.35888914,529700,0,1
2003-04-28,88.78,89.09,88.78,89.09,80500,50.37591187,50.55181334,50.37591187,50.55181334,80500,0,1
2003-04-29,88.63,88.77,88.32,88.53,177500,50.29079825,50.37023763,50.11489678,50.23405584,177500,0,1
2003-04-30,89.45,89.52,88.72,88.79,294100,50.75608602,50.7958057,50.34186642,50.38158611,294100,0,1
2003-05-01,89.02,89.6,88.8,89.2,231200,50.78048525,51.11133991,50.65498866,50.88316428,231200,0.473,1
2003-05-02,88.32,89.07,88.27,89.06,231500,50.38117791,50.80900721,50.35265596,50.80330282,231500,0,1
2003-05-05,88.79,88.87,88.2,88.54,77700,50.64928427,50.69491939,50.31272522,50.5066745,77700,0,1
2003-05-06,89.23,89.4,88.52,88.84,260600,50.90027746,50.9972521,50.49526572,50.67780622,260600,0,1
2003-05-07,90.27,90.33,89.82,90,306900,51.49353408,51.52776042,51.2368365,51.33951553,306900,0,1
2003-05-08,90.49,90.9,90.28,90.6,437400,51.61903067,51.85291069,51.49923847,51.68177897,437400,0,1
2003-05-09,90.58,90.62,90.2,90.3,110000,51.67037019,51.69318775,51.45360335,51.51064725,110000,0,1
2003-05-12,91.15,91.19,90.73,91.14,364700,51.99552045,52.01833802,51.75593605,51.98981606,364700,0,1
2003-05-13,91.35,91.37,90.83,90.9,227800,52.10960827,52.12101705,51.81297995,51.85291069,227800,0,1
2003-05-14,92.75,92.98,91.62,91.83,1426500,52.90822295,53.03942394,52.26362681,52.38341902,1426500,0,1
2003-05-15,93.04,93.57,92.6,92.6,810300,53.07365028,53.37598298,52.82265709,52.82265709,810300,0,1
2003-05-16,93.72,93.76,92.95,93.48,703900,53.46154884,53.4843664,53.02231076,53.32464347,703900,0,1
2003-05-19,93.4,94.24,93.13,94.11,817800,53.27900834,53.75817715,53.1249898,53.68402008,817800,0,1
2003-05-20,94.78,94.78,93.12,93.15,606600,54.06621425,54.06621425,53.11928541,53.13639858,606600,0,1
2003-05-21,94.77,95.66,94.12,94.25,1799600,54.06050986,54.56820062,53.68972447,53.76388154,1799600,0,1
2003-05-22,95.61,95.7,94.9,95.1,576200,54.53967867,54.59101818,54.13466693,54.24875475,576200,0,1
2003-05-23,95.85,96.21,95.64,95.77,690600,54.67658404,54.88194211,54.55679184,54.63094892,690600,0,1
2003-05-27,94.12,95.71,94.12,95.62,846400,53.68972447,54.59672257,53.68972447,54.54538306,846400,0,1
2003-05-28,93.96,94.14,93.31,93.9,730500,53.59845422,53.70113325,53.22766883,53.56422787,730500,0,1
2003-05-29,94.78,94.8,94.071,94.3,508300,54.06621425,54.07762303,53.66177295,53.7924035,508300,0,1
2003-05-30,94.6,94.74,93.97,94.45,722200,53.96353522,54.04339668,53.60415861,53.87796936,722200,0,1
2003-06-02,93.51,93.88,93.09,93.88,478600,53.56901956,53.78098125,53.3284144,53.78098125,478600,0.3984,1
2003-06-03,94.26,94.58,93.71,93.76,389400,53.99867163,54.18198984,53.68359345,53.71223692,389400,0,1
2003-06-04,94.54,94.71,94.05,94.46,394100,54.15907506,54.25646287,53.87836905,54.11324551,394100,0,1
2003-06-05,93.8,95.38,93.8,95.2,820900,53.73515169,54.64028538,53.73515169,54.53716888,820900,0,1
2003-06-06,94.14,94.15,93.38,93.7,276800,53.9299273,53.93565599,53.49454654,53.67786475,276800,0,1
2003-06-09,94.77,94.88,94.27,94.7,282200,54.29083503,54.35385067,54.00440032,54.25073417,282200,0,1
2003-06-10,95.9,95.93,95.07,95.08,534800,54.93817748,54.95536356,54.46269586,54.46842455,534800,0,1
2003-06-11,95.78,96.6,95.7,96.25,633600,54.86943315,55.33918607,54.82360359,55.13868177,633600,0,1
2003-06-12,96.53,96.73,96.01,96.11,315400,55.29908521,55.4136591,55.00119311,55.05848006,315400,0,1
2003-06-13,97.18,97.28,96.76,96.93,478400,55.67145034,55.72873728,55.43084518,55.52823298,478400,0,1
2003-06-16,96.26,97.66,96.26,97.5,789300,55.14441047,55.94642766,55.14441047,55.85476855,789300,0,1
2003-06-17,95.5,96.031,95.4,95.97,691600,54.70902971,55.01322337,54.65174277,54.97827834,691600,0,1
2003-06-18,94.28,95.06,94.2,95.06,657600,54.01012902,54.45696716,53.96429946,54.45696716,657600,0,1
2003-06-19,94.1,94.48,93.5,93.96,817700,53.90701252,54.1247029,53.56329087,53.8268108,817700,0,1
2003-06-20,93.75,94.05,93.03,93.9,561700,53.70650822,53.87836905,53.29404224,53.79243864,561700,0,1
2003-06-23,94.31,94.43,93.53,93.819,819900,54.0273151,54.09605943,53.58047695,53.74603621,819900,0,1
2003-06-24,95.18,95.18,94.01,94.15,292900,54.52571149,54.52571149,53.85545427,53.93565599,292900,0,1
2003-06-25,93.66,95.49,93.45,95.42,1002800,53.65494997,54.70330101,53.5346474,54.66320016,1002800,0,1
2003-06-26,92.4,93.25,92.12,93.25,1423800,52.9331345,53.42007351,52.77273107,53.42007351,1423800,0,1
2003-06-27,92.07,92.55,91.55,92.55,735900,52.7440876,53.01906492,52.4461955,53.01906492,735900,0,1
2003-06-30,92.5,92.52,91.68,91.92,541900,52.99042145,53.00187883,52.52066852,52.65815718,541900,0,1
2003-07-01,91.69,92.49,91.51,92.15,449000,52.72856283,53.18862228,52.62504946,52.99309701,449000,0.3529,1
2003-07-02,91.92,92.07,91.11,91.2,338800,52.86082992,52.94709107,52.39501974,52.44677643,338800,0,1
2003-07-03,90.6,91.71,90.6,91.7,559100,52.10173184,52.74006432,52.10173184,52.73431358,559100,0,1
2003-07-07,90.02,90.59,90.02,90.28,465400,51.76818875,52.0959811,51.76818875,51.91770807,465400,0,1
2003-07-08,90.1,90.48,89.63,90.43,389600,51.81419469,52.03272293,51.54390977,52.00396921,389600,0,1
2003-07-09,90.39,90.69,90.11,90.53,270400,51.98096624,52.15348853,51.81994544,52.06147664,270400,0,1
2003-07-10,90.36,90.75,90.12,90.69,718000,51.96371401,52.18799299,51.82569618,52.15348853,718000,0,1
